x,y,L,t, 1, 1
not linear mode
not linear mode
-24.39151744629445, -24.19896189114728, 34.65962095072939, 1811, 20.22836603061428, 5.445427266222308, -0.3139120253411742, -0.3191769019146194, 0.4476769531365363, -2.347878509638725
not linear mode
not linear mode
-24.68890778609136, -24.50134000875062, 35.08373595896402, 1830, 20.38544566329377, 5.602506898901797, -0.2973903397969131, -0.3023781176033351, 0.4241150082346294, -2.347878509638725
not linear mode
not linear mode
-24.98461718385971, -24.80536219919292, 35.50785096719864, 1848, 20.52507200345332, 5.777039824101231, -0.2957093977683434, -0.3040221904423055, 0.4241150082346223, -2.342334522602979
not linear mode
not linear mode
-25.29586411657009, -25.12713852095696, 35.95552792033519, 1869, 20.68215163613281, 5.951572749300663, -0.3112469327103905, -0.3217763217640362, 0.4476769531365434, -2.339562529085105
not linear mode
not linear mode
-25.57514521446242, -25.41427058970803, 36.35608098366788, 1888, 20.83923126881229, 6.09119908946021, -0.2792810978923208, -0.2871320687510631, 0.4005530633326941, -2.342334522602978
not linear mode
not linear mode
-25.83799801247872, -25.68451253676786, 36.73307210209866, 1905, 20.97885760897185, 6.230825429619756, -0.2628527980163086, -0.2702419470598305, 0.3769911184307801, -2.342334522602979
not linear mode
not linear mode
-26.13538835227563, -25.98689065437119, 37.15718711033329, 1925, 21.15339053417127, 6.370451769779303, -0.2973903397969079, -0.3023781176033303, 0.4241150082346223, -2.347878509638724
not linear mode
not linear mode
-26.38391117422578, -26.23818448173513, 37.51061628386213, 1942, 21.29301687433082, 6.492624817418905, -0.2485228219501497, -0.2512938273639376, 0.3534291735288448, -2.350650503156599
not linear mode
not linear mode
-26.63312962532677, -26.48878844086609, 37.86404545739099, 1961, 21.43264321449037, 6.614797865058509, -0.2492184511009906, -0.2506039591309672, 0.3534291735288591, -2.353422496674471
not linear mode
not linear mode
-26.93385437628393, -26.78785058218727, 38.28816046562561, 1980, 21.6071761396898, 6.754424205218056, -0.3007247509571547, -0.2990621413211827, 0.4241150082346223, -2.358966483710219
not linear mode
not linear mode
-27.18514820364787, -27.03637340413743, 38.64158963915446, 1998, 21.74680247984935, 6.876597252857658, -0.2512938273639429, -0.2485228219501546, 0.3534291735288519, -2.361738477228092
not linear mode
not linear mode
-27.45319495283607, -27.30146441421759, 39.01858075758524, 2017, 21.88642882000889, 7.016223593017205, -0.2680467491882038, -0.2650910100801634, 0.376991118430773, -2.361738477228091
not linear mode
not linear mode
-27.72124170202428, -27.56655542429775, 39.39557187601601, 2037, 22.02605516016844, 7.155849933176751, -0.268046749188204, -0.2650910100801632, 0.376991118430773, -2.361738477228092
not linear mode
not linear mode
-27.92227676391543, -27.76537368185787, 39.67831521483909, 2052, 22.1307749152881, 7.260569688296411, -0.2010350618911543, -0.1988182575601236, 0.2827433388230816, -2.361738477228092
not linear mode
not linear mode
-28.20629458426385, -28.04782125977233, 40.07886827817179, 2073, 22.27040125544764, 7.4176493209759, -0.2840178203484255, -0.2824475779144521, 0.4005530633327012, -2.358966483710218
not linear mode
not linear mode
-28.43889847195811, -28.28171828829456, 40.40873550679872, 2090, 22.37512101056731, 7.557275661135447, -0.232603887694255, -0.233897028522233, 0.3298672286269309, -2.353422496674472
not linear mode
not linear mode
-28.73628881175501, -28.58409640589789, 40.83285051503334, 2113, 22.51474735072685, 7.731808586334879, -0.2973903397969032, -0.3023781176033249, 0.4241150082346152, -2.347878509638725
not linear mode
not linear mode
-29.00063578046338, -28.85287695487863, 41.20984163346412, 2133, 22.6543736908864, 7.871434926494427, -0.2643469687083662, -0.2687805489807412, 0.3769911184307801, -2.347878509638725
not linear mode
not linear mode
-29.21481150855233, -29.07185568520516, 41.51614691718912, 2151, 22.75909344600606, 7.993607974134028, -0.2141757280889532, -0.2189787303265346, 0.3063052837250027, -2.345106516120851
not linear mode
not linear mode
-29.47841240466181, -29.34136796868397, 41.89313803561989, 2172, 22.8987197861656, 8.133234314293576, -0.2636008961094762, -0.2695122834788072, 0.3769911184307659, -2.345106516120851
not linear mode
not linear mode
-29.69319431673735, -29.55975216473082, 42.1994433193449, 2189, 23.02089283380521, 8.237954069413234, -0.2147819120755481, -0.2183841960468528, 0.3063052837250098, -2.347878509638725
not linear mode
not linear mode
-29.92449791435718, -29.79493514508897, 42.52931054797183, 2208, 23.14306588144481, 8.360127117052839, -0.231303597619819, -0.2351829803581474, 0.3298672286269309, -2.347878509638725
not linear mode
not linear mode
-30.15710180205143, -30.0288321736112, 42.85917777659875, 2227, 23.28269222160436, 8.464846872172497, -0.2326038876942499, -0.233897028522228, 0.3298672286269237, -2.353422496674471
not linear mode
not linear mode
-30.35647656293222, -30.22931534091597, 43.14192111542184, 2245, 23.38741197672401, 8.569566627292158, -0.1993747608807935, -0.2004831673047748, 0.2827433388230887, -2.353422496674471
not linear mode
not linear mode
-30.57306710616745, -30.44590588415119, 43.44822639914685, 2262, 23.50958502436362, 8.674286382411818, -0.2165905432352239, -0.2165905432352238, 0.3063052837250098, -2.356194490192345
not linear mode
not linear mode
-30.80631846042076, -30.6791572384045, 43.77809362777377, 2282, 23.63175807200322, 8.796459430051421, -0.2332513542533111, -0.2332513542533109, 0.3298672286269237, -2.356194490192345
not linear mode
not linear mode
-31.00624819263788, -30.87908697062163, 44.06083696659685, 2300, 23.73647782712288, 8.901179185171081, -0.1999297322171267, -0.1999297322171265, 0.2827433388230816, -2.356194490192345
not linear mode
not linear mode
-31.2394995468912, -31.11233832487494, 44.39070419522379, 2320, 23.85865087476248, 9.023352232810684, -0.233251354253316, -0.2332513542533161, 0.3298672286269309, -2.356194490192345
not linear mode
not linear mode
-31.43942927910832, -31.31226805709207, 44.67344753404687, 2338, 23.96337062988214, 9.128071987930344, -0.1999297322171266, -0.1999297322171266, 0.2827433388230816, -2.356194490192345
not linear mode
not linear mode
-31.63935901132545, -31.51219778930919, 44.95619087286994, 2356, 24.0680903850018, 9.232791743050003, -0.1999297322171216, -0.1999297322171216, 0.2827433388230745, -2.356194490192345
not linear mode
not linear mode
-31.87261036557876, -31.7454491435625, 45.28605810149687, 2377, 24.19026343264141, 9.354964790689605, -0.233251354253311, -0.233251354253311, 0.3298672286269237, -2.356194490192345
not linear mode
not linear mode
-32.02214143623936, -31.89581151904109, 45.49811560561419, 2392, 24.26007660272118, 9.442231253289323, -0.1495310706606015, -0.1503623754785874, 0.2120575041173254, -2.353422496674472
not linear mode
not linear mode
-32.23752788192949, -32.1135995027565, 45.80442088933919, 2411, 24.36479635784084, 9.564404300928926, -0.2153864456901275, -0.2177879837154102, 0.3063052837249955, -2.350650503156599
not linear mode
not linear mode
-32.43634613948962, -32.31463456464766, 46.08716422816228, 2430, 24.46951611296051, 9.669124056048586, -0.1988182575601288, -0.2010350618911592, 0.2827433388230887, -2.350650503156599
not linear mode
not linear mode
-32.63516439704973, -32.51566962653881, 46.36990756698534, 2448, 24.57423586808016, 9.773843811168245, -0.1988182575601137, -0.2010350618911442, 0.2827433388230673, -2.350650503156598
not linear mode
not linear mode
-32.81792459452379, -32.69944586323486, 46.62908896090651, 2465, 24.67895562319982, 9.861110273767961, -0.1827601974740629, -0.1837762366960456, 0.2591813939211676, -2.353422496674472
not linear mode
not linear mode
