x,y,L,t, 1, 1
-28.7304963367182, -28.59094641765615, 40.73860273542564, 2117, 22.47984076568696, 7.696902001294993, -0.2478252831640899, -0.2519817646694419, 0.3534291735288519, -2.347878509638724
not linear mode
not linear mode
-29.04352240084822, -28.91099225428725, 41.18627968856219, 2142, 22.63692039836646, 7.871434926494427, -0.3130260641300145, -0.3200458366310946, 0.4476769531365505, -2.345106516120852
not linear mode
not linear mode
-29.35566009849257, -29.23190456642079, 41.63395664169874, 2165, 22.79400003104595, 8.04596785169386, -0.3121376976443608, -0.3209123121335429, 0.4476769531365434, -2.342334522602979
not linear mode
not linear mode
-29.61851289650888, -29.50214651348062, 42.01094776012951, 2186, 22.93362637120549, 8.185594191853404, -0.2628527980163036, -0.2702419470598254, 0.376991118430773, -2.342334522602979
not linear mode
not linear mode
-29.83268862459783, -29.72112524380715, 42.31725304385452, 2205, 23.05579941884509, 8.290313946973065, -0.2141757280889532, -0.2189787303265346, 0.3063052837250027, -2.345106516120851
not linear mode
not linear mode
-30.28128183657961, -30.17221237024288, 42.95342555620645, 2242, 23.31759880664424, 8.499753457212384, -0.4485932119817745, -0.4510871264357316, 0.6361725123519335, -2.353422496674472
not linear mode
not linear mode
-30.63115886795958, -30.52208940162286, 43.44822639914685, 2271, 23.50958502436362, 8.674286382411818, -0.3498770313799767, -0.3498770313799764, 0.4948008429403998, -2.356194490192345
not linear mode
not linear mode
-30.96621730444484, -30.85345316422305, 43.91946529718531, 2299, 23.70157124208299, 8.831366015091307, -0.3350584364852536, -0.3313637626002029, 0.4712388980384645, -2.361738477228092
not linear mode
not linear mode
-31.25179663773686, -31.13432181847569, 44.320018360518, 2325, 23.85865087476248, 8.970992355250853, -0.2855793332920255, -0.2808686542526271, 0.400553063332687, -2.364510470745965
not linear mode
not linear mode
-31.5205771867176, -31.39866878718405, 44.69700947894878, 2347, 23.99827721492203, 9.1106186954104, -0.2687805489807412, -0.2643469687083662, 0.3769911184307801, -2.364510470745965
not linear mode
not linear mode
-31.75576016707575, -31.62997238480387, 45.02687670757571, 2370, 24.12045026256163, 9.232791743050003, -0.2351829803581473, -0.231303597619819, 0.3298672286269309, -2.364510470745965
not linear mode
not linear mode
-31.98965719559799, -31.86257627249813, 45.35674393620265, 2392, 24.2251700176813, 9.372418083209549, -0.2338970285222381, -0.2326038876942599, 0.329867228626938, -2.358966483710218
not linear mode
not linear mode
-32.22226108329224, -32.09647330102036, 45.68661116482957, 2413, 24.32988977280096, 9.512044423369096, -0.2326038876942501, -0.2338970285222278, 0.3298672286269237, -2.353422496674472
not linear mode
not linear mode
-32.50233703540857, -32.3828301022166, 46.08716422816228, 2439, 24.45206282044056, 9.68657734856853, -0.2800759521163272, -0.2863568011962414, 0.4005530633327012, -2.345106516120851
not linear mode
not linear mode
-32.74876153354885, -32.63618192758519, 46.44059340169113, 2462, 24.57423586808016, 9.826203688728075, -0.2464244981402861, -0.253351825368588, 0.3534291735288519, -2.342334522602978
not linear mode
not linear mode
-32.9617199611928, -32.85634467405532, 46.74689868541612, 2483, 24.67895562319982, 9.948376736367679, -0.2129584276439458, -0.2201627464701245, 0.3063052837249955, -2.339562529085105
not linear mode
not linear mode
-33.15829697132568, -33.05957182464314, 47.02964202423921, 2503, 24.78367537831948, 10.05309649148734, -0.1965770101328842, -0.2032271505878185, 0.2827433388230887, -2.339562529085105
not linear mode
not linear mode
-33.40472146946597, -33.31292365001173, 47.38307119776806, 2527, 24.92330171847903, 10.17526953912694, -0.2464244981402861, -0.253351825368588, 0.3534291735288519, -2.342334522602978
not linear mode
not linear mode
-33.58697153889608, -33.49720579007862, 47.64225259168922, 2548, 25.04547476611863, 10.24508270920671, -0.1822500694301101, -0.1842821400668879, 0.2591813939211534, -2.350650503156599
not linear mode
not linear mode
-33.78690127111321, -33.69713552229575, 47.92499593051231, 2567, 25.16764781375823, 10.33234917180643, -0.1999297322171316, -0.1999297322171316, 0.2827433388230887, -2.356194490192345
not linear mode
not linear mode
-34.02144217665288, -33.92909015611588, 48.25486315913923, 2592, 25.30727415391778, 10.43706892692609, -0.2345409055396765, -0.231954633820141, 0.3298672286269237, -2.361738477228092
not linear mode
not linear mode
